path,example_value,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageExportType,b96b3cae-0728-11d3-9d7b-0000f81ef32e,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.GpsLog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.ListmodeExport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFImageFormatType,b96b3cae-0728-11d3-9d7b-0000f81ef32e,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFZipfile,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFCropped,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFCroppedWithScalebar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFUncropped,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFUncroppedWithScalebar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFBackgroundImage,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_csv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_mat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_min,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_max,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_mean,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_SD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_Total,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.Smoothing,0,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.ExportSettings.nTasks,0,FALSE,FALSE,FALSE,FALSE,FALSE,automatic export options - not relevant to imaging,
instrument.measurementSettings.CytoSettings.CytoSettings.name,MIO - La Physat,FALSE,FALSE,FALSE,FALSE,FALSE,name of the instrument (already in first few lines),
instrument.measurementSettings.CytoSettings.CytoSettings.thresholdPCT,"0,5",FALSE,FALSE,FALSE,FALSE,FALSE,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSubmode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Is the instrument a Deep sub or not.,
instrument.measurementSettings.CytoSettings.CytoSettings.isSorter,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Is the instrument  a sorter (This variant does not exist anymore).,
instrument.measurementSettings.CytoSettings.CytoSettings.isShallowSub,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Is it a shallow sub variant (Upto 20 meters),
instrument.measurementSettings.CytoSettings.CytoSettings.shallowIntPressureMin,50,FALSE,FALSE,FALSE,FALSE,FALSE,Special pressure option for shallow sub variants.,
instrument.measurementSettings.CytoSettings.CytoSettings.HasExternalTrigger,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Some older instruments have cable that allow other instruments to trigger starting a measurements.,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalTriggerIsPulse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Some older instruments have cable that allow other instruments to trigger starting a measurements.,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalTriggerFeedbackLed,6,FALSE,TRUE,FALSE,FALSE,FALSE,Some older instruments have cable that allow other instruments to trigger starting a measurements.,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareNr,FT5441FYA,FALSE,FALSE,FALSE,FALSE,FALSE,ID Number of a chip used for communication with hte CytoSense.,
instrument.measurementSettings.CytoSettings.CytoSettings.Softwareversion,2,FALSE,FALSE,FALSE,FALSE,FALSE,Not used (as far as I know).,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSheetPumpAdjust,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not used anymore.,
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalBatterie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,external battery,
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalSupply,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,external elec supply,
instrument.measurementSettings.CytoSettings.CytoSettings.hasCurvature,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Has seperate FWS Left and FWS Right (almost all instruments have that).,
instrument.measurementSettings.CytoSettings.CytoSettings.hasWaterDetectionSensor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,water detection sensor (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.hasPressureSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pressure sensor (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.hasImageAndFlow,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,camera (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalPump,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,external pump (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.hasGVModule,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gas Vacuole module, and old accessory that no longer exists.",
instrument.measurementSettings.CytoSettings.CytoSettings.hasContinuMode,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not used anymore.,
instrument.measurementSettings.CytoSettings.CytoSettings.hasDCSamplePump,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Type electronics used for sample pump control.,
instrument.measurementSettings.CytoSettings.CytoSettings.hasBypassPinchValve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,by pass pinch valve (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalPinchValve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,external pinch valve (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.hasFJDataElectronics,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Has newer electronics, all cytosense since CS2017-85.",
instrument.measurementSettings.CytoSettings.CytoSettings.hasDeflatePinchValvePropertyV10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Special pinchvalves used for some options.,
instrument.measurementSettings.CytoSettings.CytoSettings.hasBeadsPinchValvePropertyV10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Special pinchvalves used for some options.,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPinchValveUlnNumber,5,FALSE,FALSE,FALSE,FALSE,FALSE,Indicates to what electronics port these pinchvalves are connected.,
instrument.measurementSettings.CytoSettings.CytoSettings.BypassPinchValveUlnNumber,7,FALSE,FALSE,FALSE,FALSE,FALSE,Indicates to what electronics port these pinchvalves are connected.,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsPinchValveUlnNumber,4,FALSE,FALSE,FALSE,FALSE,FALSE,Indicates to what electronics port these pinchvalves are connected.,
instrument.measurementSettings.CytoSettings.CytoSettings.DeflatePinchValveUlnNumber,8,FALSE,FALSE,FALSE,FALSE,FALSE,Indicates to what electronics port these pinchvalves are connected.,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalPumpUlnNumber,-3,FALSE,FALSE,FALSE,FALSE,FALSE,Indicates where the extenral pump is connected.,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.Enabled,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.PumpIo.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.PumpIo.IoPin,6,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.PumpIo.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.PumpSpeed,50,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.SolenoidPump,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.MaxInjectPressure,200,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.ReservoirVolume,49,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.ReservoirConcentration,100000,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.ReservoirWarnLevel,2,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.SheathVolume,300,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.TargetConcentration,150,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.MixTime,5,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.PumpedVolume,5637582,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BiocideOptions.EstimatedSheathConcentration,0,FALSE,FALSE,FALSE,FALSE,FALSE,biocide options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.MagnetIO.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.MagnetIO.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.MagnetIO.Expander,15,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.PinchIO.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.PinchIO.IoPin,4,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.PinchIO.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.MixOn,15,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.MixOff,15,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.Enabled,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.BeadsVolume,8517,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.BeadsConcentration,500,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.BeadsWarnLevel,1,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.MixTime,5,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.InsertMuL,3,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.ReverseTransportNumMagnets,3,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.TransportToInjectorNumMagnets,2,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.BeadsOptions.UseDeflatePinchValve,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,internal beads options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Enabled,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.SwitchingPressure,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Filter1State,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Filter2State,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Waste,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Present,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.InputFilterValve_pos1.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.InputFilterValve_pos1.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.InputFilterValve_pos1.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.InputFilterValve_pos2.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.InputFilterValve_pos2.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.InputFilterValve_pos2.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.FilterWasteValve_pos1.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.FilterWasteValve_pos1.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.FilterWasteValve_pos1.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.FilterWasteValve_pos2.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.FilterWasteValve_pos2.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.FilterWasteValve_pos2.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.WasteValve_pos1.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.WasteValve_pos1.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.WasteValve_pos1.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.WasteValve_pos2.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.WasteValve_pos2.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.WasteValve_pos2.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Switch1Io.I2cAddres,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Switch1Io.IoPin,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalFilterModule.Switch1Io.Expander,0,FALSE,FALSE,FALSE,FALSE,FALSE,external filter module options,
