path,name,example_value,type,transform,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments,bioODV.subject,bioODV.object,bioODV.units
instrument.measurementSettings.CytoSettings.Dye2Amount,Dye2Amount,-1,[f],None,False,False,FALSE,False,False,different staining module options,nan,,,
instrument.measurementSettings.CytoSettings.UseDps,UseDps,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Use a depth profiling system when measuring.,nan,,,
instrument.measurementSettings.CytoSettings.Depth,Depth,0,[f],None,False,False,FALSE,False,False,"The depth this measurement was made on, using the Depth Profiling system.",nan,,,
instrument.measurementSettings.CytoSettings.DepthProfileString,DepthProfileString,nan,[f],None,False,False,FALSE,False,False,A command seperated list of all depths this measurement should be run at.,nan,,,
instrument.measurementSettings.CytoSettings.SegmentedDatafile,SegmentedDatafile,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Indicates that this data file has segmented structure.,nan,,,
instrument.measurementSettings.CytoSettings.EnableExport,EnableExport,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,checked box: automatically exports ,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.delimiter,delimiter,;,[t],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.TimeExportMode,TimeExportMode,2,[f],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.ConfigurationeDate,ConfigurationeDate,2001-01-01 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.AppendStatisticsFile,AppendStatisticsFile,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Summary,Summary,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.RawPulseShapes_csv,RawPulseShapes_csv,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.RawPulseShapes_mat,RawPulseShapes_mat,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.ListMode_csv,ListMode_csv,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.ListMode_mat,ListMode_mat,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.ListMode_fcs,ListMode_fcs,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.AdditionalListMode_csv,AdditionalListMode_csv,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.SensorLogs,SensorLogs,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIF,IIF,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.MeansPerSetPerFile,MeansPerSetPerFile,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.CYZFile,CYZFile,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.NotifySetting,NotifySetting,0,[f],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageGenerate,OverViewImageGenerate,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageShowScalebar,OverViewImageShowScalebar,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageShowId,OverViewImageShowId,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageMaxWidth,OverViewImageMaxWidth,16384,[f],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageMaxHeight,OverViewImageMaxHeight,16384,[f],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.OverViewImageExportType,OverViewImageExportType,b96b3cae-0728-11d3-9d7b-0000f81ef32e,[t],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.GpsLog,GpsLog,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.ListmodeExport,ListmodeExport,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFImageFormatType,IIFImageFormatType,b96b3cae-0728-11d3-9d7b-0000f81ef32e,[t],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFZipfile,IIFZipfile,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFCropped,IIFCropped,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFCroppedWithScalebar,IIFCroppedWithScalebar,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFUncropped,IIFUncropped,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFUncroppedWithScalebar,IIFUncroppedWithScalebar,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.IIFBackgroundImage,IIFBackgroundImage,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_csv,Statistics_csv,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_mat,Statistics_mat,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_min,Statistics_min,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_max,Statistics_max,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_mean,Statistics_mean,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_SD,Statistics_SD,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Statistics_Total,Statistics_Total,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.Smoothing,Smoothing,0,[f],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.ExportSettings.nTasks,nTasks,0,[f],None,False,False,FALSE,False,False,automatic export options - not relevant to imaging,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.name,name,MIO - La Physat,[t],None,False,False,FALSE,False,False,name of the instrument (already in first few lines),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.thresholdPCT,thresholdPCT,"0,5",[t],None,False,False,FALSE,False,False,nan,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSubmode,hasSubmode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Is the instrument a Deep sub or not.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.isSorter,isSorter,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Is the instrument  a sorter (This variant does not exist anymore).,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.isShallowSub,isShallowSub,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Is it a shallow sub variant (Upto 20 meters),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.shallowIntPressureMin,shallowIntPressureMin,50,[f],None,False,False,FALSE,False,False,Special pressure option for shallow sub variants.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HasExternalTrigger,HasExternalTrigger,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,True,FALSE,False,False,Some older instruments have cable that allow other instruments to trigger starting a measurements.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalTriggerIsPulse,ExternalTriggerIsPulse,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,True,FALSE,False,False,Some older instruments have cable that allow other instruments to trigger starting a measurements.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.ExternalTriggerFeedbackLed,ExternalTriggerFeedbackLed,6,[f],None,False,True,FALSE,False,False,Some older instruments have cable that allow other instruments to trigger starting a measurements.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.HardwareNr,HardwareNr,FT5441FYA,[t],None,False,False,FALSE,False,False,ID Number of a chip used for communication with hte CytoSense.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.Softwareversion,Softwareversion,2,[f],None,False,False,FALSE,False,False,Not used (as far as I know).,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasSheetPumpAdjust,hasSheetPumpAdjust,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Not used anymore.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalBatterie,hasExternalBatterie,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,external battery,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalSupply,hasExternalSupply,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,external elec supply,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasCurvature,hasCurvature,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Has seperate FWS Left and FWS Right (almost all instruments have that).,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasWaterDetectionSensor,hasWaterDetectionSensor,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,water detection sensor (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasPressureSensor,hasPressureSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,pressure sensor (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasImageAndFlow,hasImageAndFlow,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,camera (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasExternalPump,hasExternalPump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,external pump (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasGVModule,hasGVModule,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"Gas Vacuole module, and old accessory that no longer exists.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasContinuMode,hasContinuMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Not used anymore.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasDCSamplePump,hasDCSamplePump,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Type electronics used for sample pump control.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasBypassPinchValve,hasBypassPinchValve,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,by pass pinch valve (TRUE/FALSE),nan,,,
